source,unit,figure,value,unit_kind,claimset,convention,assume_g0.50,assume_g0.75,assume_g1.00,span
LEADERBOARD,4954,36.48x/yr,36.48,x,WIDE,AT100,72.96,48.63999999999999,36.48,2.0
LEADERBOARD,4954,9.64x/yr,9.64,x,WIDE,AT100,19.28,12.853333333333333,9.64,2.0
LEADERBOARD,4972,9.62x/yr,9.62,x,WIDE,AT100,19.24,12.826666666666666,9.62,2.0
LEADERBOARD,4972,9.64x/yr,9.64,x,WIDE,AT100,19.28,12.853333333333333,9.64,2.0
LEADERBOARD,4973,3.53x/yr,3.53,x,WIDE,AT100,7.06,4.706666666666666,3.53,2.0
LEADERBOARD,5265,15.32x/yr,15.32,x,WIDE,AT100,30.64,20.426666666666666,15.32,2.0
LEADERBOARD,5265,turnover against the fixed arm's 2.71x,2.71,x,WIDE,AT100,5.42,3.6133333333333333,2.71,2.0
LEADERBOARD,5281,1.10x/yr,1.1,x,WIDE,AT100,2.2,1.4666666666666668,1.1,2.0
LEADERBOARD,5396,+0.23x/yr,0.23,x,WIDE,AT100,0.46,0.3066666666666667,0.23,2.0
LEADERBOARD,5433,2.6 bps/yr,2.6,bp/yr,WIDE,AT100,5.2,3.466666666666667,2.6,2.0
LEADERBOARD,5687,0.09 bps/yr,0.09,bp/yr,WIDE,AT100,0.18,0.12,0.09,2.0
LEADERBOARD,5865,25 bps/yr,25.0,bp/yr,WIDE,AT100,50.0,33.333333333333336,25.0,2.0
LEADERBOARD,5916,+4.1 bps/yr,4.1,bp/yr,WIDE,AT100,8.2,5.466666666666666,4.1,2.0
LEADERBOARD,5916,1.7 bps/yr,1.7,bp/yr,WIDE,AT100,3.4,2.2666666666666666,1.7,2.0
LEADERBOARD,5918,4 bps/yr,4.0,bp/yr,WIDE,AT100,8.0,5.333333333333333,4.0,2.0
LEADERBOARD,6009,Turnover 3.76x,3.76,x,WIDE,AT100,7.52,5.013333333333333,3.76,2.0
LEADERBOARD,6051,turnover 3.28x,3.28,x,WIDE,AT100,6.56,4.373333333333333,3.28,2.0
LEADERBOARD,6166,turnover is **0.448x,0.448,x,WIDE,AT100,0.896,0.5973333333333334,0.448,2.0
LEADERBOARD,6170,100 bp/yr,100.0,bp/yr,WIDE,AT100,200.0,133.33333333333334,100.0,2.0
LEADERBOARD,6170,"drag, and 10 bp",10.0,bp/yr,WIDE,AT100,20.0,13.333333333333334,10.0,2.0
LEADERBOARD,6170,161 bp/yr,161.0,bp/yr,WIDE,AT100,322.0,214.66666666666666,161.0,2.0
LEADERBOARD,6170,73 bp/yr,73.0,bp/yr,WIDE,AT100,146.0,97.33333333333333,73.0,2.0
LEADERBOARD,6172,100 bp/yr,100.0,bp/yr,WIDE,AT100,200.0,133.33333333333334,100.0,2.0
LEADERBOARD,6172,turnover < ~10x,10.0,x,WIDE,AT100,20.0,13.333333333333334,10.0,2.0
LEADERBOARD,6172,drag < ~100 bp,100.0,bp/yr,WIDE,AT100,200.0,133.33333333333334,100.0,2.0
LEADERBOARD,6179,turnover/yr) moves the W/M zero crossing from **5.12x,5.12,x,WIDE,AT100,10.24,6.826666666666667,5.12,2.0
LEADERBOARD,6179,347.4 bps/yr,347.4,bp/yr,WIDE,AT100,694.8,463.2,347.4,2.0
LEADERBOARD,6179,turnover W -> M -> Q reads 11.93x,11.93,x,WIDE,AT100,23.86,15.906666666666666,11.93,2.0
LEADERBOARD,6189,"TURNOVER THE STEP REMOVES, not slowing down as such: D->W drops 16-33x",16.0,x,WIDE,AT100,32.0,21.333333333333332,16.0,2.0
LEADERBOARD,6249,turnover 9.85x,9.85,x,WIDE,AT100,19.7,13.133333333333333,9.85,2.0
LEADERBOARD,6250,turnover optimum (null turnover 38.7x,38.7,x,WIDE,AT100,77.4,51.6,38.7,2.0
LEADERBOARD,6253,turnover 9.28x,9.28,x,WIDE,AT100,18.56,12.373333333333333,9.28,2.0
LEADERBOARD,6293,Turnover 4.3x,4.3,x,WIDE,AT100,8.6,5.733333333333333,4.3,2.0
LEADERBOARD,6357,drag **32.3 bp,32.3,bp/yr,WIDE,AT100,64.6,43.06666666666666,32.3,2.0
LEADERBOARD,6357,200 bps/yr,200.0,bp/yr,WIDE,AT100,400.0,266.6666666666667,200.0,2.0
LEADERBOARD,6357,200 bps/yr,200.0,bp/yr,WIDE,AT100,400.0,266.6666666666667,200.0,2.0
LEADERBOARD,6433,drag @10 bp,10.0,bp/yr,WIDE,AT100,20.0,13.333333333333334,10.0,2.0
LEADERBOARD,6433,DRAG PASS: charging every cadence the SAME daily drag at 10 bp,10.0,bp/yr,WIDE,AT100,20.0,13.333333333333334,10.0,2.0
LEADERBOARD,6575,turnover falls U56 22.43x,56.0,x,WIDE,AT100,112.0,74.66666666666667,56.0,2.0
LEADERBOARD,6575,2.22x/yr,2.22,x,WIDE,AT100,4.44,2.9600000000000004,2.22,2.0
LEADERBOARD,6575,2.90x/yr,2.9,x,WIDE,AT100,5.8,3.8666666666666667,2.9,2.0
LEADERBOARD,6575,drag 224 → 22 bp,224.0,bp/yr,WIDE,AT100,448.0,298.6666666666667,224.0,2.0
LEADERBOARD,6575,29 bp/yr,29.0,bp/yr,WIDE,AT100,58.0,38.666666666666664,29.0,2.0
LEADERBOARD,6577,239x/yr,239.0,x,WIDE,AT100,478.0,318.6666666666667,239.0,2.0
LEADERBOARD,6577,321x/yr,321.0,x,WIDE,AT100,642.0,428.0,321.0,2.0
LEADERBOARD,6577,208 bp/yr,208.0,bp/yr,WIDE,AT100,416.0,277.3333333333333,208.0,2.0
LEADERBOARD,6582,870 bp/yr,870.0,bp/yr,WIDE,AT100,1740.0,1160.0,870.0,2.0
LEADERBOARD,6582,2.73x/yr,2.73,x,WIDE,AT100,5.46,3.64,2.73,2.0
LEADERBOARD,6586,870 bp/yr,870.0,bp/yr,WIDE,AT100,1740.0,1160.0,870.0,2.0
LEADERBOARD,6593,111 bp/yr,111.0,bp/yr,WIDE,AT100,222.0,148.0,111.0,2.0
LEADERBOARD,6593,DRAG FAIL** (winning cadence's drag 90/226/205 bp,90.0,bp/yr,WIDE,AT100,180.0,120.0,90.0,2.0
LEADERBOARD,6599,390 bp/yr,390.0,bp/yr,WIDE,AT100,780.0,520.0,390.0,2.0
LEADERBOARD,6623,100 bp/yr,100.0,bp/yr,WIDE,AT100,200.0,133.33333333333334,100.0,2.0
LEADERBOARD,6623,91.0 bp/yr,91.0,bp/yr,WIDE,AT100,182.0,121.33333333333333,91.0,2.0
LEADERBOARD,6626,drag 147 vs 62 / 35 bp,147.0,bp/yr,WIDE,AT100,294.0,196.0,147.0,2.0
QUEUE,3,91.0 bp/yr,91.0,bp/yr,WIDE,AT100,182.0,121.33333333333333,91.0,2.0
QUEUE,17,79 bps/yr,79.0,bp/yr,WIDE,AT100,158.0,105.33333333333333,79.0,2.0
QUEUE,76,turnover the step removes (D->W 16-33x,16.0,x,WIDE,AT100,32.0,21.333333333333332,16.0,2.0
QUEUE,100,4 bps/yr,4.0,bp/yr,WIDE,AT100,8.0,5.333333333333333,4.0,2.0
QUEUE,106,4 bps/yr,4.0,bp/yr,WIDE,AT100,8.0,5.333333333333333,4.0,2.0
QUEUE,129,15.32x/yr,15.32,x,WIDE,AT100,30.64,20.426666666666666,15.32,2.0
QUEUE,129,turnover against 2.71x,2.71,x,WIDE,AT100,5.42,3.6133333333333333,2.71,2.0
QUEUE,207,91.0 bp/yr,91.0,bp/yr,WIDE,AT100,182.0,121.33333333333333,91.0,2.0
QUEUE,213,390 bp/yr,390.0,bp/yr,WIDE,AT100,780.0,520.0,390.0,2.0
QUEUE,215,239x/yr,239.0,x,WIDE,AT100,478.0,318.6666666666667,239.0,2.0
QUEUE,215,321x/yr,321.0,x,WIDE,AT100,642.0,428.0,321.0,2.0
QUEUE,215,870 bp/yr,870.0,bp/yr,WIDE,AT100,1740.0,1160.0,870.0,2.0
QUEUE,216,turnover falls 22.4x,22.4,x,WIDE,AT100,44.8,29.866666666666664,22.4,2.0
QUEUE,216,2.9x/yr,2.9,x,WIDE,AT100,5.8,3.8666666666666667,2.9,2.0
QUEUE,216,turnover (239x,239.0,x,WIDE,AT100,478.0,318.6666666666667,239.0,2.0
QUEUE,216,321x/yr,321.0,x,WIDE,AT100,642.0,428.0,321.0,2.0
QUEUE,238,drag @10 bp,10.0,bp/yr,WIDE,AT100,20.0,13.333333333333334,10.0,2.0
QUEUE,251,200 bps/yr,200.0,bp/yr,WIDE,AT100,400.0,266.6666666666667,200.0,2.0
QUEUE,282,turnover is 8-30x,8.0,x,WIDE,AT100,16.0,10.666666666666666,8.0,2.0
QUEUE,282,10x/yr,10.0,x,WIDE,AT100,20.0,13.333333333333334,10.0,2.0
QUEUE,282,100 bp/yr,100.0,bp/yr,WIDE,AT100,200.0,133.33333333333334,100.0,2.0
QUEUE,282,turnover < ~10x,10.0,x,WIDE,AT100,20.0,13.333333333333334,10.0,2.0
QUEUE,282,drag < ~100 bp,100.0,bp/yr,WIDE,AT100,200.0,133.33333333333334,100.0,2.0
QUEUE,283,347.4 bps/yr,347.4,bp/yr,WIDE,AT100,694.8,463.2,347.4,2.0
QUEUE,327,+4.1 bps/yr,4.1,bp/yr,WIDE,AT100,8.2,5.466666666666666,4.1,2.0
QUEUE,414,2.6 bps/yr,2.6,bp/yr,WIDE,AT100,5.2,3.466666666666667,2.6,2.0
QUEUE,416,2.6 bps/yr,2.6,bp/yr,WIDE,AT100,5.2,3.466666666666667,2.6,2.0
QUEUE,421,+0.23x/yr,0.23,x,WIDE,AT100,0.46,0.3066666666666667,0.23,2.0
QUEUE,445,1.10x/yr,1.1,x,WIDE,AT100,2.2,1.4666666666666668,1.1,2.0
QUEUE,449,15.32x/yr,15.32,x,WIDE,AT100,30.64,20.426666666666666,15.32,2.0
QUEUE,501,9.6376x/yr,9.6376,x,WIDE,AT100,19.2752,12.850133333333334,9.6376,2.0
QUEUE,501,turnover artefact** (its null churned 37x,37.0,x,WIDE,AT100,74.0,49.333333333333336,37.0,2.0
QUEUE,502,turnover-matched null: its fixed-list null trades 3.20x,3.2,x,WIDE,AT100,6.4,4.266666666666667,3.2,2.0
QUEUE,502,36.48x/yr,36.48,x,WIDE,AT100,72.96,48.63999999999999,36.48,2.0
QUEUE,502,9.64x/yr,9.64,x,WIDE,AT100,19.28,12.853333333333333,9.64,2.0
QUEUE,535,turnover is 0.83x,0.83,x,WIDE,AT100,1.66,1.1066666666666667,0.83,2.0
QUEUE,535,drag saved is under 2 bp,2.0,bp/yr,WIDE,AT100,4.0,2.6666666666666665,2.0,2.0
QUEUE,535,0.025 bps/yr,0.025,bp/yr,WIDE,AT100,0.05,0.03333333333333333,0.025,2.0
QUEUE,535,-1x/yr,-1.0,x,WIDE,AT100,-2.0,-1.3333333333333333,-1.0,0.5
QUEUE,541,11x turnover,11.0,x,WIDE,AT100,22.0,14.666666666666666,11.0,2.0
QUEUE,541,9.09x/yr,9.09,x,WIDE,AT100,18.18,12.12,9.09,2.0
QUEUE,541,3.93x/yr,3.93,x,WIDE,AT100,7.86,5.24,3.93,2.0
QUEUE,541,-3x/yr,-3.0,x,WIDE,AT100,-6.0,-4.0,-3.0,0.5
QUEUE,549,2.0x/yr,2.0,x,WIDE,AT100,4.0,2.6666666666666665,2.0,2.0
QUEUE,579,turnover 17.53x,17.53,x,WIDE,AT100,35.06,23.373333333333335,17.53,2.0
QUEUE,581,"turnover on variable-gross books (9 of 72 cells, up to 1.098x",9.0,x,WIDE,AT100,18.0,12.0,9.0,2.0
QUEUE,582,turnover by under 0.001 x,0.001,x,WIDE,AT100,0.002,0.0013333333333333333,0.001,2.0
QUEUE,582,+0.4739 x/yr,0.4739,x,WIDE,AT100,0.9478,0.6318666666666667,0.4739,2.0
QUEUE,584,-04 x/yr,-4.0,x,WIDE,AT100,-8.0,-5.333333333333333,-4.0,0.5
QUEUE,584,turnover by **under 0.001 x,0.001,x,WIDE,AT100,0.002,0.0013333333333333333,0.001,2.0
QUEUE,585,1x/yr,1.0,x,WIDE,AT100,2.0,1.3333333333333333,1.0,2.0
QUEUE,585,turnover a median **6.38x,6.38,x,WIDE,AT100,12.76,8.506666666666666,6.38,2.0
QUEUE,585,TURNOVER DIAL AT ALL (1.784 x,1.784,x,WIDE,AT100,3.568,2.3786666666666667,1.784,2.0
QUEUE,585,turnover by under 0.001 x,0.001,x,WIDE,AT100,0.002,0.0013333333333333333,0.001,2.0
QUEUE,586,"drag only wins at L4/L6, ladders reaching 0 and 50 bp",4.0,bp/yr,WIDE,AT100,8.0,5.333333333333333,4.0,2.0
QUEUE,587,7.62 x/yr,7.62,x,WIDE,AT100,15.24,10.16,7.62,2.0
QUEUE,587,5.24 x/yr,5.24,x,WIDE,AT100,10.48,6.986666666666667,5.24,2.0
QUEUE,589,-1x/yr,-1.0,x,WIDE,AT100,-2.0,-1.3333333333333333,-1.0,0.5
QUEUE,589,turnover 27.0x,27.0,x,WIDE,AT100,54.0,36.0,27.0,2.0
QUEUE,638,1.1 bp/yr,1.1,bp/yr,WIDE,AT100,2.2,1.4666666666666668,1.1,2.0
QUEUE,650,0.84 x/yr,0.84,x,WIDE,AT100,1.68,1.1199999999999999,0.84,2.0
QUEUE,651,+1.734 x/yr,1.734,x,WIDE,AT100,3.468,2.312,1.734,2.0
QUEUE,675,23.6x/yr,23.6,x,WIDE,AT100,47.2,31.46666666666667,23.6,2.0
QUEUE,675,"turnover already) and net-negative on v2 (weekly, 1.78x",2.0,x,WIDE,AT100,4.0,2.6666666666666665,2.0,2.0
QUEUE,676,Turnover +0.00x,0.0,x,WIDE,AT100,0.0,0.0,0.0,
QUEUE,676,0.05x/yr,0.05,x,WIDE,AT100,0.1,0.06666666666666667,0.05,2.0
QUEUE,676,0.05 x/yr,0.05,x,WIDE,AT100,0.1,0.06666666666666667,0.05,2.0
QUEUE,679,turnover 0.83x,0.83,x,WIDE,AT100,1.66,1.1066666666666667,0.83,2.0
QUEUE,680,turnover 1.78x,1.78,x,WIDE,AT100,3.56,2.3733333333333335,1.78,2.0
QUEUE,680,5.32x/yr,5.32,x,WIDE,AT100,10.64,7.093333333333334,5.32,2.0
QUEUE,730,20x/yr,20.0,x,WIDE,AT100,40.0,26.666666666666668,20.0,2.0
QUEUE,730,20x/yr,20.0,x,WIDE,AT100,40.0,26.666666666666668,20.0,2.0
QUEUE,738,turnover-matched sticky-random null (1.80x,1.8,x,WIDE,AT100,3.6,2.4,1.8,2.0
QUEUE,738,1.93x turnover,1.93,x,WIDE,AT100,3.86,2.5733333333333333,1.93,2.0
QUEUE,760,"turnover gap on BUDGET-skip, it makes it **2.34x",2.34,x,WIDE,AT100,4.68,3.1199999999999997,2.34,2.0
QUEUE,789,10.9x turnover,10.9,x,WIDE,AT100,21.8,14.533333333333333,10.9,2.0
QUEUE,792,turnover (12.2x,12.2,x,WIDE,AT100,24.4,16.266666666666666,12.2,2.0
QUEUE,792,TURNOVER does not save broad:** dialled onto u56's own 8.89x,56.0,x,WIDE,AT100,112.0,74.66666666666667,56.0,2.0
QUEUE,792,DRAG (c* 18.3 bp,18.3,bp/yr,WIDE,AT100,36.6,24.400000000000002,18.3,2.0
QUEUE,816,6.31x/yr,6.31,x,WIDE,AT100,12.62,8.413333333333332,6.31,2.0
QUEUE,816,turnover to MAB's 0.23x,0.23,x,WIDE,AT100,0.46,0.3066666666666667,0.23,2.0
QUEUE,817,6.66x/yr,6.66,x,WIDE,AT100,13.32,8.88,6.66,2.0
QUEUE,817,1.0x/yr,1.0,x,WIDE,AT100,2.0,1.3333333333333333,1.0,2.0
QUEUE,835,turnover HIGHER for 4b passes (9.11x,4.0,x,WIDE,AT100,8.0,5.333333333333333,4.0,2.0
QUEUE,838,7.5x turnover,7.5,x,WIDE,AT100,15.0,10.0,7.5,2.0
QUEUE,839,turnover 2.37x,2.37,x,WIDE,AT100,4.74,3.16,2.37,2.0
QUEUE,849,turnover 9.11x,9.11,x,WIDE,AT100,18.22,12.146666666666667,9.11,2.0
QUEUE,849,4.95x/yr,4.95,x,WIDE,AT100,9.9,6.6000000000000005,4.95,2.0
QUEUE,851,turnover **0.348x,0.348,x,WIDE,AT100,0.696,0.46399999999999997,0.348,2.0
QUEUE,857,turnover 1.39x,1.39,x,WIDE,AT100,2.78,1.8533333333333333,1.39,2.0
QUEUE,876,1.93x turnover,1.93,x,WIDE,AT100,3.86,2.5733333333333333,1.93,2.0
QUEUE,876,drag dSharpe/10bp,10.0,bp/yr,WIDE,AT100,20.0,13.333333333333334,10.0,2.0
QUEUE,883,turnover 9.52x,9.52,x,WIDE,AT100,19.04,12.693333333333333,9.52,2.0
QUEUE,891,1.76x/yr,1.76,x,WIDE,AT100,3.52,2.3466666666666667,1.76,2.0
QUEUE,920,3.49x/yr,3.49,x,WIDE,AT100,6.98,4.653333333333333,3.49,2.0
QUEUE,920,TURNOVER the plain parent @6W (3.64x,6.0,x,WIDE,AT100,12.0,8.0,6.0,2.0
QUEUE,920,3.5x/yr,3.5,x,WIDE,AT100,7.0,4.666666666666667,3.5,2.0
QUEUE,923,0.87x/yr,0.87,x,WIDE,AT100,1.74,1.16,0.87,2.0
QUEUE,923,turnover extreme (both DAILY parents at 23.0x,23.0,x,WIDE,AT100,46.0,30.666666666666668,23.0,2.0
QUEUE,923,5.80x/yr,5.8,x,WIDE,AT100,11.6,7.733333333333333,5.8,2.0
QUEUE,926,14.37x/yr,14.37,x,WIDE,AT100,28.74,19.16,14.37,2.0
QUEUE,926,Turnover 13.78x,13.78,x,WIDE,AT100,27.56,18.37333333333333,13.78,2.0
QUEUE,926,3.46x/yr,3.46,x,WIDE,AT100,6.92,4.613333333333333,3.46,2.0
QUEUE,926,3.49x/yr,3.49,x,WIDE,AT100,6.98,4.653333333333333,3.49,2.0
QUEUE,932,14.37x/yr,14.37,x,WIDE,AT100,28.74,19.16,14.37,2.0
QUEUE,936,turnover ratios 0.06x,0.06,x,WIDE,AT100,0.12,0.08,0.06,2.0
QUEUE,938,turnovers differ by more than 2x,2.0,x,WIDE,AT100,4.0,2.6666666666666665,2.0,2.0
QUEUE,943,1.74x/yr,1.74,x,WIDE,AT100,3.48,2.32,1.74,2.0
QUEUE,944,turnover ratio** (≥2x,2.0,x,WIDE,AT100,4.0,2.6666666666666665,2.0,2.0
QUEUE,945,turnover bill** (12.9x,12.9,x,WIDE,AT100,25.8,17.2,12.9,2.0
QUEUE,945,9.1x/yr,9.1,x,WIDE,AT100,18.2,12.133333333333333,9.1,2.0
QUEUE,955,1.9x turnover,1.9,x,WIDE,AT100,3.8,2.533333333333333,1.9,2.0
QUEUE,967,+3.16x/yr,3.16,x,WIDE,AT100,6.32,4.213333333333334,3.16,2.0
QUEUE,974,turnover 4.82x,4.82,x,WIDE,AT100,9.64,6.426666666666667,4.82,2.0
QUEUE,1018,turnover 4.28x,4.28,x,WIDE,AT100,8.56,5.706666666666667,4.28,2.0
QUEUE,1027,+2 bp/yr,2.0,bp/yr,WIDE,AT100,4.0,2.6666666666666665,2.0,2.0
QUEUE,1027,+210 bp/yr,210.0,bp/yr,WIDE,AT100,420.0,280.0,210.0,2.0
QUEUE,1055,-357x/yr,-357.0,x,WIDE,AT100,-714.0,-476.0,-357.0,0.5
QUEUE,1057,turnover 12.5x,12.5,x,WIDE,AT100,25.0,16.666666666666668,12.5,2.0
QUEUE,1058,-2.6x turnover,-2.6,x,WIDE,AT100,-5.2,-3.466666666666667,-2.6,0.5
QUEUE,1066,turnover 33.3x,33.3,x,WIDE,AT100,66.6,44.4,33.3,2.0
QUEUE,1081,0.83x/yr,0.83,x,WIDE,AT100,1.66,1.1066666666666667,0.83,2.0
QUEUE,1081,-1.39x/yr,-1.39,x,WIDE,AT100,-2.78,-1.8533333333333333,-1.39,0.5
QUEUE,1085,turnover 8.27x,8.27,x,WIDE,AT100,16.54,11.026666666666666,8.27,2.0
QUEUE,1086,8.2x turnover,8.2,x,WIDE,AT100,16.4,10.933333333333332,8.2,2.0
QUEUE,1089,3.91x/yr,3.91,x,WIDE,AT100,7.82,5.213333333333334,3.91,2.0
QUEUE,1096,165x annual turnover,165.0,x,WIDE,AT100,330.0,220.0,165.0,2.0
QUEUE,1097,10.3x turnover,10.3,x,WIDE,AT100,20.6,13.733333333333334,10.3,2.0
QUEUE,1099,turnover to 20-38x,20.0,x,WIDE,AT100,40.0,26.666666666666668,20.0,2.0
QUEUE,1099,-44x/yr,-44.0,x,WIDE,AT100,-88.0,-58.666666666666664,-44.0,0.5
QUEUE,1100,23.6x/yr,23.6,x,WIDE,AT100,47.2,31.46666666666667,23.6,2.0
QUEUE,1100,29.4x/yr,29.4,x,WIDE,AT100,58.8,39.199999999999996,29.4,2.0
QUEUE,1107,6.70x turnover,6.7,x,WIDE,AT100,13.4,8.933333333333334,6.7,2.0
QUEUE,1108,turnover 9.6x,9.6,x,WIDE,AT100,19.2,12.799999999999999,9.6,2.0
QUEUE,1113,8.2x turnover,8.2,x,WIDE,AT100,16.4,10.933333333333332,8.2,2.0
QUEUE,1113,9.7x turnover,9.7,x,WIDE,AT100,19.4,12.933333333333332,9.7,2.0
QUEUE,1114,4.9x turnover,4.9,x,WIDE,AT100,9.8,6.533333333333334,4.9,2.0
QUEUE,1114,4.9x turnover,4.9,x,WIDE,AT100,9.8,6.533333333333334,4.9,2.0
QUEUE,1115,9.5x turnover,9.5,x,WIDE,AT100,19.0,12.666666666666666,9.5,2.0
QUEUE,1115,6.4x/yr,6.4,x,WIDE,AT100,12.8,8.533333333333333,6.4,2.0
QUEUE,1116,11.5x turnover,11.5,x,WIDE,AT100,23.0,15.333333333333334,11.5,2.0
QUEUE,1117,1.5x turnover,1.5,x,WIDE,AT100,3.0,2.0,1.5,2.0
QUEUE,1117,1.5x turnover,1.5,x,WIDE,AT100,3.0,2.0,1.5,2.0
RESULTMD,2026-09-03_broad-momentum-top10.result#8,turnover 31.6x,31.6,x,WIDE,AT100,63.2,42.13333333333333,31.6,2.0
RESULTMD,2026-09-03_broad-momentum-top10.result#13,23.8x annual turnover,23.8,x,WIDE,AT100,47.6,31.733333333333334,23.8,2.0
RESULTMD,2026-09-03_broad-momentum-top10.result#13,32 bps/yr,32.0,bp/yr,WIDE,AT100,64.0,42.666666666666664,32.0,2.0
RESULTMD,2026-09-03_composite-vs-equal-weight.result#10,8.2x/yr,8.2,x,WIDE,AT100,16.4,10.933333333333332,8.2,2.0
RESULTMD,2026-09-03_composite-vs-equal-weight.result#10,10.9x/yr,10.9,x,WIDE,AT100,21.8,14.533333333333333,10.9,2.0
RESULTMD,2026-09-03_composite-vs-equal-weight.result#10,23.6x/yr,23.6,x,WIDE,AT100,47.2,31.46666666666667,23.6,2.0
RESULTMD,2026-09-03_composite-vs-equal-weight.result#10,39.1x/yr,39.1,x,WIDE,AT100,78.2,52.13333333333333,39.1,2.0
RESULTMD,2026-09-03_composite-vs-equal-weight.result#10,15.1x/yr,15.1,x,WIDE,AT100,30.2,20.133333333333333,15.1,2.0
RESULTMD,2026-09-03_composite-vs-equal-weight.result#10,17.6x/yr,17.6,x,WIDE,AT100,35.2,23.46666666666667,17.6,2.0
RESULTMD,2026-09-03_composite-vs-equal-weight.result#26,turnover (8.2x,8.2,x,WIDE,AT100,16.4,10.933333333333332,8.2,2.0
RESULTMD,2026-09-03_composite-vs-equal-weight.result#26,23.6x/yr,23.6,x,WIDE,AT100,47.2,31.46666666666667,23.6,2.0
RESULTMD,2026-09-03_core-plus-trend-sleeve.result#17,3.7x/yr,3.7,x,WIDE,AT100,7.4,4.933333333333334,3.7,2.0
RESULTMD,2026-09-03_core-plus-trend-sleeve.result#17,3.5x/yr,3.5,x,WIDE,AT100,7.0,4.666666666666667,3.5,2.0
RESULTMD,2026-09-03_core-plus-trend-sleeve.result#17,3.8x/yr,3.8,x,WIDE,AT100,7.6,5.066666666666666,3.8,2.0
RESULTMD,2026-09-03_core-plus-trend-sleeve.result#17,1.9x/yr,1.9,x,WIDE,AT100,3.8,2.533333333333333,1.9,2.0
RESULTMD,2026-09-03_core-plus-trend-sleeve.result#17,4.6x/yr,4.6,x,WIDE,AT100,9.2,6.133333333333333,4.6,2.0
RESULTMD,2026-09-03_core-plus-trend-sleeve.result#20,turnover (3.7x,3.7,x,WIDE,AT100,7.4,4.933333333333334,3.7,2.0
RESULTMD,2026-09-03_dual-momentum-classes.result#4,turnover: K=1 M 6.6x,1.0,x,WIDE,AT100,2.0,1.3333333333333333,1.0,2.0
RESULTMD,2026-09-03_dual-momentum-classes.result#6,Turnover impression: monthly is the honest form (5-7x,5.0,x,WIDE,AT100,10.0,6.666666666666667,5.0,2.0
RESULTMD,2026-09-03_dual-momentum-classes.result#6,-14x/yr,-14.0,x,WIDE,AT100,-28.0,-18.666666666666668,-14.0,0.5
RESULTMD,2026-09-03_full-exposure-v1.result#9,31.5x/yr,31.5,x,WIDE,AT100,63.0,42.0,31.5,2.0
RESULTMD,2026-09-03_full-exposure-v1.result#9,30.4x/yr,30.4,x,WIDE,AT100,60.8,40.53333333333333,30.4,2.0
RESULTMD,2026-09-03_full-exposure-v1.result#9,29.3x/yr,29.3,x,WIDE,AT100,58.6,39.06666666666667,29.3,2.0
RESULTMD,2026-09-03_full-exposure-v1.result#9,31.0x/yr,31.0,x,WIDE,AT100,62.0,41.333333333333336,31.0,2.0
RESULTMD,2026-09-03_full-exposure-v1.result#15,Turnover rises with gross (A 31.5x,31.5,x,WIDE,AT100,63.0,42.0,31.5,2.0
RESULTMD,2026-09-03_macro-trend-ensemble.result#10,turnover 6.4x,6.4,x,WIDE,AT100,12.8,8.533333333333333,6.4,2.0
RESULTMD,2026-09-03_macro-trend-ensemble.result#10,turnover 4.6x,4.6,x,WIDE,AT100,9.2,6.133333333333333,4.6,2.0
RESULTMD,2026-09-03_macro-trend-ensemble.result#12,Turnover of 6.4x,6.4,x,WIDE,AT100,12.8,8.533333333333333,6.4,2.0
RESULTMD,2026-09-03_qqq-trend-only.result#19,turnover: A 5.34x,5.34,x,WIDE,AT100,10.68,7.12,5.34,2.0
RESULTMD,2026-09-03_qqq-trend-only.result#34,turnover (2.84x,2.84,x,WIDE,AT100,5.68,3.7866666666666666,2.84,2.0
RESULTMD,2026-09-04_abs-momentum-filter_C.result#9,9.7x turnover,9.7,x,WIDE,AT100,19.4,12.933333333333332,9.7,2.0
RESULTMD,2026-09-04_cost-sensitivity_cloud.result#6,drag @10bp,10.0,bp/yr,WIDE,AT100,20.0,13.333333333333334,10.0,2.0
RESULTMD,2026-09-04_crypto-sleeve_C.result#10,10.3x/yr,10.3,x,WIDE,AT100,20.6,13.733333333333334,10.3,2.0
RESULTMD,2026-09-04_defensive-sleeve_cloud.result#13,Turnover rises 9.6x,9.6,x,WIDE,AT100,19.2,12.799999999999999,9.6,2.0
RESULTMD,2026-09-04_drawdown-insurance-price-list_B.result#13,2.4x/yr,2.4,x,WIDE,AT100,4.8,3.1999999999999997,2.4,2.0
RESULTMD,2026-09-04_drawdown-insurance-price-list_B.result#15,0.83x/yr,0.83,x,WIDE,AT100,1.66,1.1066666666666667,0.83,2.0
RESULTMD,2026-09-04_drawdown-insurance-price-list_B.result#15,29x/yr,29.0,x,WIDE,AT100,58.0,38.666666666666664,29.0,2.0
RESULTMD,2026-09-04_drawdown-insurance-price-list_B.result#24,1.4x/yr,1.4,x,WIDE,AT100,2.8,1.8666666666666665,1.4,2.0
RESULTMD,2026-09-04_drawdown-insurance-price-list_B.result#25,1.8x/yr,1.8,x,WIDE,AT100,3.6,2.4,1.8,2.0
RESULTMD,2026-09-04_drawdown-insurance-price-list_B.result#25,turnover against v1's 23x,1.0,x,WIDE,AT100,2.0,1.3333333333333333,1.0,2.0
