CLAIM_SET,NO_EFFECT_RULE,uid,src,load_bearing,MIN_MULT,MAX_MULT,BAND_LO,K_MIN,K_MAX,INFLATION,FAILS,IN_DOMAIN,HAS_VERDICT,COMPARATIVE,CARRIED
C_ALL,R_MIN,b21c6fc395,LEADERBOARD,1.2,1.2,10.0,,3,288,1.9251546022643684,True,False,True,False,False
C_ALL,R_MIN,e3d5d35e68,LEADERBOARD,0.255,0.255,0.255,,2,1296,2.8877327564586013,True,False,True,False,False
C_ALL,R_MIN,e6c8182956,LEADERBOARD,1.34,1.34,3.7,1.34,0,24,2.8877327564586013,True,False,True,False,False
C_ALL,R_MIN,05d6fd1eb4,LEADERBOARD,0.41,0.41,0.55,,3,12,1.9251546022643684,True,True,True,True,True
C_ALL,R_MIN,f787997c60,LEADERBOARD,0.97,0.97,5.6,,19,19440,1.0,True,False,True,True,True
C_ALL,R_MIN,4041d63867,LEADERBOARD,0.33,0.33,5.0,0.33,18,29808,1.0,True,False,True,True,True
C_ALL,R_MIN,fcf4f5791c,LEADERBOARD,5.0,5.0,5.0,,0,180,2.8877327564586013,False,False,True,False,False
C_ALL,R_MIN,0acb9614df,LEADERBOARD,5.8,5.8,17.0,,22,71,1.0,False,False,True,True,True
C_ALL,R_MIN,2615a8b530,LEADERBOARD,1.0,1.0,13.2,,0,2304,2.8877327564586013,True,False,True,True,True
C_ALL,R_MIN,bb0878c1e1,LEADERBOARD,2.0,2.0,2.0,,3,8,1.682177211091542,False,True,True,False,False
C_ALL,R_MIN,6b10496310,LEADERBOARD,9.28,9.28,9.28,,0,1087557,2.8877327564586013,False,False,False,False,False
C_ALL,R_MIN,6a6f4b9238,LEADERBOARD,2.8,2.8,24.0,,32,66,1.0,False,False,False,True,False
C_ALL,R_MIN,d5eaa43e0d,LEADERBOARD,0.022,0.022,12.9,,12208,79368,1.0,True,False,False,True,False
C_ALL,R_MIN,aa7e6e3b5a,LEADERBOARD,0.551,0.551,0.551,,6,432,1.2856850876317318,True,False,False,False,False
C_ALL,R_MIN,133fdfbba3,LEADERBOARD,1.473,1.473,1.473,,4,96,1.5827348717741971,True,False,False,False,False
C_ALL,R_MIN,42b83dff9e,LEADERBOARD,6.47,6.47,6.47,,63,126,1.0,False,False,False,False,False
C_ALL,R_MIN,1170373ce5,LEADERBOARD,6.47,6.47,6.47,,4,11,1.5411640358644634,False,True,False,True,False
C_ALL,R_MIN,6fdfd72805,LEADERBOARD,2.083,2.083,77.956,,5,18,1.4009271134243564,False,False,True,True,True
C_ALL,R_MIN,d6e5793510,LEADERBOARD,1.36,1.36,1.36,,3,81,1.9251546022643684,True,False,True,False,False
C_ALL,R_MIN,fd4dbd0397,LEADERBOARD,1.36,1.36,1.36,,3,81,1.9251546022643684,True,False,True,False,False
C_ALL,R_MIN,68c33dea5c,LEADERBOARD,3.0,3.0,277.0,,15,120,1.0,False,False,True,False,False
C_ALL,R_MIN,2b0ac10e5f,LEADERBOARD,8.0,8.0,16.8,,2,81,2.8877327564586013,False,False,True,True,True
C_ALL,R_MIN,f7bf3f0a6a,LEADERBOARD,2.7,2.7,2.7,,36,260,1.0,False,False,True,True,True
C_ALL,R_MIN,a9b17a9c0f,LEADERBOARD,1.137,1.137,1.73,,3,72,1.9251546022643684,True,False,True,False,False
C_ALL,R_MIN,133c685a02,LEADERBOARD,1.36,1.36,1.4,,66,260,1.0,False,False,True,False,False
C_ALL,R_MIN,ad131217b7,LEADERBOARD,10.0,10.0,10.0,,3,1689,1.9251546022643684,False,False,True,True,True
C_ALL,R_MIN,a5001741b0,LEADERBOARD,1.4426,1.4426,1.4948,,4,12,1.5827348717741971,True,True,True,True,True
C_ALL,R_MIN,0521aa51e7,CHANGELOG,3.33,3.33,277.0,,8,15,1.1444422083302161,False,False,False,False,False
C_ALL,R_MIN,8c0dab2bd1,CHANGELOG,6.47,6.47,6.47,,4,11,1.5411640358644634,False,True,False,False,False
C_ALL,R_MIN,b374f7d5cf,CHANGELOG,1.5,1.5,1.5,,4,9,1.442634879108741,False,True,False,True,False
C_ALL,R_MIN,c6c95c2609,CHANGELOG,7.42,7.42,7.42,,146,201,1.0,False,False,False,False,False
C_ALL,R_MIN,a2cb57acce,CHANGELOG,1.133,1.133,61.0,1.7,3,54,1.9251546022643684,True,False,True,True,True
C_ALL,R_MIN,69a03404d9,CHANGELOG,3.6,3.6,9.0,,4,10,1.4948408039631795,False,True,True,False,False
C_ALL,R_MIN,e3840f7ef7,2026-09-03_qqq-trend-only.result.md,2.6,2.6,5.34,,1,21,2.8877327564586013,True,False,True,True,True
C_ALL,R_MIN,49910432ea,2026-09-05_no-leverage-ceiling-is-load-bearing_cloud.memo.md,1.3333,1.3333,1.3333,,16,306,1.0,False,False,False,False,False
C_ALL,R_MIN,93e22abf15,2026-09-05_sleeve-f-that-clears-the-floor_cloud.memo.md,0.25,0.25,12.2,,4,25,1.5827348717741971,True,False,True,True,True
C_ALL,R_MIN,14a0aba066,2026-09-06_back-fill-the-breakeven-column-arithmetically_B.result.md,23.79,23.79,23.79,,490,753,1.0,False,False,False,False,False
C_ALL,R_MIN,9a014c19b5,2026-09-06_cadence-sensitivity-as-a-KEEP-test_B.result.md,3.0,3.0,17.0,3.0,4,48,1.5827348717741971,False,False,True,True,True
C_ALL,R_MIN,c0b173211f,2026-09-06_locate-the-band-width-ceiling_cloud.memo.md,4.8,4.8,4.8,,0,96,2.8877327564586013,False,False,True,False,False
C_ALL,R_MIN,3f72dc2029,2026-09-06_monthly-r6-top20-as-a-single-hypothesis_B.memo.md,4.82,4.82,4.82,,1,56,2.8877327564586013,False,False,True,True,True
C_ALL,R_MIN,3e1d87e0cc,2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud.result.md,8.9,8.9,8.9,,2,620,2.8877327564586013,False,False,True,False,False
C_ALL,R_MIN,6d2ab2c9a9,2026-09-07_does-a-band-on-the-EXIT-ONLY-beat-a-band-on-both-sides_C.memo.md,5.45,5.45,5.45,,2,126,2.8877327564586013,False,False,True,False,False
C_ALL,R_MIN,70792ddd1e,2026-09-07_does-the-SECOND-worst-drawdown-episode-bound-every-overlay_cloud.memo.md,1.39,1.39,1.46,,6,23,1.2856850876317318,False,False,True,False,False
C_ALL,R_MIN,cac268affd,2026-09-07_is-DBC-a-drag-or-a-contango-artefact_cloud_MEMO.md,0.0966,0.0966,0.0966,,8,16,1.1444422083302161,True,False,True,True,True
C_ALL,R_MIN,23804de3d4,2026-09-07_position-count-broad-confirm_B.result.md,1.1667,1.1667,2.0,,24,136,1.0,False,False,False,True,False
C_ALL,R_MIN,5996f24561,2026-09-07_the-IS-chooser-prefers-SPY-where-OOS-prefers-QQQ_B.result.md,2.35,2.35,6.4,,0,6,2.2460653734250635,False,True,True,False,False
C_ALL,R_MIN,cf9e45f17e,2026-09-07_the-IS-chooser-prefers-SPY-where-OOS-prefers-QQQ_B.result.md,4.8,4.8,4.8,,1,3,1.5000004431135283,False,True,True,True,True
C_ALL,R_MIN,ac79ad6e24,2026-09-07_u56-top20-band-m20_4b_B_MEMO.md,4.816,4.816,5.265,,0,20,2.8877327564586013,False,False,True,False,False
C_ALL,R_MIN,7e43ca3db7,2026-09-08_does-the-vol-gate-corner-survive-being-pre-registered_B.result.md,1.5,1.5,1.5,,0,20,2.8877327564586013,True,False,False,False,False
C_ALL,R_MIN,8db47c2879,2026-09-08_u56-band3-fullgross_KEEP_MEMO.md,1.333,1.333,1.333,,3,439,1.9251546022643684,True,False,True,False,False
C_ALL,R_MIN,97f64224ae,2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_B.result.md,1.08,1.08,52.3,,2,9,2.6321174002706536,True,True,True,True,True
C_ALL,R_MIN,a59f3ada8f,2026-09-10_does-sd-still-survive-the-PARTIAL-t-test-once-the-control-has-DATA_cloud.result.md,10.0,10.0,10.0,,96,120,1.0,False,False,True,False,False
C_ALL,R_MIN,50722bcc9d,2026-09-10_is-EVERY-published-CHOOSER-WIN-in-the-record-a-PHASE-WIN_C.result.md,0.97,0.97,1.93,,6,38150,1.2856850876317318,True,False,True,True,True
C_ALL,R_MIN,5202e93727,2026-09-10_is-the-4b-window-a-TURNOVER-COST-fact-about-the-ranked-book_B.result.md,16.0,16.0,16.0,,6,8,1.1234163492690419,False,True,True,True,True
C_ALL,R_MIN,c05f94cc25,2026-09-10_why-does-the-n-dial-disagree-5x-more-than-every-other-dial_B.result.md,8.95,8.95,11.37,,70,132,1.0,False,False,False,True,False
C_ALL,R_MIN,f8febbcdba,2026-09-11_de-grossed-cash-leg_MEMO_B.md,1.0,1.0,2.79,,5,11,1.3641314932657016,True,True,True,False,False
C_ALL,R_MIN,42dde5932a,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_B.result.md,15.0,15.0,15.0,,9,1296,1.0971139646588952,False,False,True,True,True
C_ALL,R_MIN,9953606e95,2026-09-15_cadence-base-rate-clause_B.memo.md,10.0,10.0,10.0,,16,152,1.0,False,False,True,True,True
C_ALL,R_MIN,3ab12fef51,2026-09-15_is-U56-CAND20s-SINGLE-RUNG-4b-pass-a-KNIFE-EDGE-or-a-real-window_B.memo.md,2.2,2.2,11.01,,85,150,1.0,False,False,True,True,True
C_ALL,R_MIN,79bbd7dcd1,2026-09-16_dd-cap-episode-stamp-clause_B.memo.md,0.556,0.556,0.556,,10,2295,1.0587982797753375,True,False,False,True,False
C_ALL,R_MIN,5465389d25,2026-09-16_does-RULE-8-s-IS-END-DATE-need-PINNING-the-way-its-START-does_B.result.md,31.0,31.0,31.0,,2,2160,2.8877327564586013,False,False,False,False,False
C_ALL,R_MIN,e595577426,2026-09-16_does-the-U56-n12-H21-CANDIDATE-survive-25-and-50-bps_C.memo.md,2.4,2.4,7.19,,11,126,1.0269736607799933,False,False,True,True,True
C_ALL,R_MIN,81035476e8,2026-09-16_is-RULE-8-REACHABILITY-a-COST-RUNG-object-across-the-record-s-COMMITTED-PICKS_cloud.result.md,7.42,7.42,7.42,,146,201,1.0,False,False,False,False,False
C_ALL,R_MIN,4a2c932852,2026-09-16_is-the-CAGR-FLOOR-a-DE-GROSSING-DETECTOR-rather-than-a-COST-LEG_C.result.md,2.99,2.99,2.99,,11,528,1.0269736607799933,False,False,True,True,True
C_ALL,R_MIN,a7ef21a9b7,2026-09-16_is-the-EDGE-HUMP-a-MIN-HOLD-artefact_cloud.memo.md,3.04,3.04,7.19,,2,54,2.8877327564586013,False,False,True,True,True
C_ALL,R_MIN,b422d41a6e,2026-09-16_is-the-SMALL-MAXDD-CELL-the-ONE-PLACE-where-TAPE-LENGTH-BEATS-REGIME_B.result.md,0.551,0.551,0.551,,432,1148,1.0,True,False,False,False,False
C_ALL,R_MIN,7bb0f38573,2026-09-16_rule8-split-point-band-clause_cloud.memo.md,1.2,1.2,4.5,,8,108,1.1444422083302161,False,False,True,True,True
C_ALL,R_MIN,65a774e0a9,2026-09-16_rule8-window-geometry-clause_C.memo.md,1.82,1.82,12.3,,2,18,2.8877327564586013,True,False,True,True,True
C_ALL,R_MIN,4986490281,2026-09-16_should-a-RULE-8-CHOOSER-be-scored-on-PICK-STABILITY-rather-than-IS-FIT_cloud.result.md,31.0,31.0,31.0,,2,2160,2.8877327564586013,False,False,False,False,False
C_ALL,R_MIN,34e0a6c350,2026-09-17_does-the-COARSE-END-of-a-FRACTION-LADDER-MOVE-MORE-THAN-THE-FINE-END-ON-EVERY-FAMILY_B.result.md,1.36,1.36,1.36,,3,81,1.9251546022643684,True,False,False,False,False
C_ALL,R_MIN,e3694de033,2026-09-17_how-many-committed-H-AXIS-claims-rest-on-the-THREE-POINT-LADDER-21-63-126_C.memo.md,3.67,3.67,5.68,,16,288,1.0,False,False,True,False,False
C_ALL,R_MIN,f97ee49a51,2026-09-17_how-many-committed-H-AXIS-claims-rest-on-the-THREE-POINT-LADDER-21-63-126_C.result.md,6.47,6.47,6.47,,4,11,1.5411640358644634,False,True,False,False,False
C_ALL,R_MIN,6bc582af88,2026-09-17_is-the-EDGE-LADDER-TRUNCATED-at-n-5-or-does-an-INTERIOR-PEAK-EXIST-BELOW-IT_C.result.md,7.81,7.81,7.81,,3,18,1.9251546022643684,False,False,False,False,False
C_ALL,R_MIN,00d118428d,2026-09-17_regime-to-length-between-term-clause_B.memo.md,0.39,0.39,2.2623,0.39,6,4706,1.2856850876317318,True,False,True,True,True
C_ALL,R_MIN,0783160db6,2026-09-17_should-a-REGIME-to-LENGTH-RATIO-FIX-its-FRACTION-LADDER-or-COUNT-MATCH-its-BETWEEN-TERM_cloud.result.md,2.083,2.083,77.956,,3,18,1.9251546022643684,False,False,False,True,False
C_ALL,R_MIN,9b73db6237,2026-09-17_what-sets-PHI-once-the-EPISODE-LENGTH-is-only-a-LOWER-BOUND-on-L-STAR_B.result.md,3.0,3.0,3.0,,6,10,1.2142870952761053,False,True,False,True,False
C_ALL,R_MAX,1c990a5476,LEADERBOARD,1.0,1.0,1.0,,3,594,1.9251546022643684,True,False,False,True,False
C_ALL,R_MAX,d3795065a0,LEADERBOARD,2.0,2.0,2.0,,3,126,1.9251546022643684,False,False,True,False,False
C_ALL,R_MAX,6a75dc6e9a,LEADERBOARD,1.5,1.5,1.5,,31,2017,1.0,False,False,False,False,False
C_ALL,R_MAX,9efd10c48e,LEADERBOARD,2.54,1.49,2.54,,18,108,1.0,False,False,False,False,False
C_ALL,R_MAX,d1eff3e1a0,LEADERBOARD,12.2,0.25,12.2,,3,4,1.2163468668042485,False,True,False,False,False
C_ALL,R_MAX,11512ac4a3,LEADERBOARD,250.0,6.75,250.0,,177,300,1.0,False,False,True,True,True
C_ALL,R_MAX,26eb9abe24,LEADERBOARD,9.0,9.0,9.0,,3,20,1.9251546022643684,False,False,True,False,False
C_ALL,R_MAX,b57a9c7eb7,LEADERBOARD,4.5,4.5,4.5,,13,115,1.0,False,False,True,False,False
C_ALL,R_MAX,c1cec79bf0,LEADERBOARD,5.0,5.0,5.0,,1,21,2.8877327564586013,False,False,False,False,False
C_ALL,R_MAX,62f849389e,LEADERBOARD,10.8,2.4,10.8,,2,16,2.8877327564586013,False,False,True,False,False
C_ALL,R_MAX,7646111b64,LEADERBOARD,1.9,1.9,1.9,,40,504,1.0,False,False,True,True,True
C_ALL,R_MAX,14e10827c6,LEADERBOARD,2.09,2.09,2.09,,3,144,1.9251546022643684,False,False,True,True,True
C_ALL,R_MAX,df310e4669,LEADERBOARD,1.969,1.902,1.969,,3,30,1.9251546022643684,False,False,True,True,True
C_ALL,R_MAX,939260a89d,LEADERBOARD,2.0,2.0,2.0,,24,136,1.0,False,False,True,True,True
C_ALL,R_MAX,321e2689bd,LEADERBOARD,3.2,3.2,3.2,,3,108,1.9251546022643684,False,False,False,False,False
C_ALL,R_MAX,08505a00dd,LEADERBOARD,10.0,10.0,10.0,,1,12,2.8877327564586013,False,True,False,True,False
C_ALL,R_MAX,117b87e3fc,LEADERBOARD,7.68,5.07,7.68,,3,126,1.9251546022643684,False,False,False,False,False
C_ALL,R_MAX,47321c5a99,LEADERBOARD,56.0,16.0,56.0,,0,126,2.8877327564586013,False,False,True,False,False
C_ALL,R_MAX,041e801a15,LEADERBOARD,6.7,5.09,6.7,,0,136,2.8877327564586013,False,False,True,True,True
C_ALL,R_MAX,1c38821699,LEADERBOARD,6.66,1.0,6.66,,3,45,1.9251546022643684,False,False,True,False,False
C_ALL,R_MAX,b5fd35fbeb,LEADERBOARD,27.0,0.23,27.0,,3,12,1.9251546022643684,False,True,False,False,False
C_ALL,R_MAX,a2cb1c891b,LEADERBOARD,20.0,4.816,20.0,,0,54,2.8877327564586013,False,False,True,False,False
C_ALL,R_MAX,5b2bd15130,LEADERBOARD,0.7,0.6,0.7,,19,62,1.0,True,False,True,False,False
C_ALL,R_MAX,b48150da2c,LEADERBOARD,10.9,8.2,10.9,,2,816,2.8877327564586013,False,False,True,False,False
C_ALL,R_MAX,29551b97b5,LEADERBOARD,439.0,439.0,439.0,,6,186,1.2856850876317318,False,False,False,False,False
C_ALL,R_MAX,f507c82a31,LEADERBOARD,439.0,6.7,439.0,,8,504,1.1444422083302161,False,False,True,False,False
C_ALL,R_MAX,d1e45a7a60,LEADERBOARD,39.0,39.0,39.0,,7,9,1.0982373998699135,False,True,True,True,True
C_ALL,R_MAX,c54d81435b,LEADERBOARD,1.75,1.75,1.75,,3,96,1.9251546022643684,True,False,False,False,False
C_ALL,R_MAX,e7480224e3,LEADERBOARD,8.0,8.0,8.0,,3,252,1.9251546022643684,False,False,True,False,False
C_ALL,R_MAX,52fe7aca60,LEADERBOARD,4.2,4.2,4.2,,1,492,2.8877327564586013,False,False,False,True,False
C_ALL,R_MAX,121073b411,LEADERBOARD,3.6,2.1,3.6,2.1,2,36,2.8877327564586013,False,False,True,True,True
C_ALL,R_MAX,abd597ea56,LEADERBOARD,10.0,10.0,10.0,,2,252,2.8877327564586013,False,False,False,False,False
C_ALL,R_MAX,759d9e5fb7,LEADERBOARD,6.0,6.0,6.0,,11,40774,1.0269736607799933,False,False,True,False,False
C_ALL,R_MAX,f4623990eb,LEADERBOARD,1.8,1.8,1.8,,4,439,1.5827348717741971,False,False,True,True,True
C_ALL,R_MAX,389bc03035,LEADERBOARD,0.85,0.85,0.85,,3,5,1.3742004018743106,True,True,True,False,False
C_ALL,R_MAX,d6206b7d66,LEADERBOARD,0.76,0.76,0.76,,3,11,1.8745900462551306,True,True,True,True,True
C_ALL,R_MAX,dbcb68cd96,LEADERBOARD,1.0,1.0,1.0,,3,1020,1.9251546022643684,True,False,False,False,False
C_ALL,R_MAX,cbfbf9aeb3,LEADERBOARD,4.0,4.0,4.0,,3,4,1.2163468668042485,False,True,True,False,False
C_ALL,R_MAX,d6d199b336,LEADERBOARD,5.39,5.39,5.39,,6,8,1.1234163492690419,False,True,True,True,True
C_ALL,R_MAX,1f22d079b3,LEADERBOARD,1.62,1.62,1.62,,4,160,1.5827348717741971,False,False,True,False,False
C_ALL,R_MAX,d5d3a4d1d0,LEADERBOARD,4.0,0.0008,4.0,,2,3,1.5000004431135283,False,True,False,True,False
C_ALL,R_MAX,71047b0be9,LEADERBOARD,0.6,0.6,0.6,,2,4608,2.8877327564586013,True,False,True,False,False
C_ALL,R_MAX,ca229253f8,LEADERBOARD,6.38,2.39,6.38,,2,9,2.6321174002706536,False,True,True,True,True
C_ALL,R_MAX,39c57ac71f,LEADERBOARD,0.001,0.001,0.001,,72,4608,1.0,True,False,False,False,False
C_ALL,R_MAX,0027421d08,LEADERBOARD,171.0,1.6,171.0,33.0,3,24,1.9251546022643684,False,False,False,True,False
C_ALL,R_MAX,24939026d4,LEADERBOARD,4.0,2.0,4.0,,3,1551,1.9251546022643684,False,False,True,False,False
C_ALL,R_MAX,29b74e80b6,LEADERBOARD,0.6,0.6,0.6,,3,20,1.9251546022643684,True,False,True,False,False
C_ALL,R_MAX,38202eb208,LEADERBOARD,73.0,73.0,73.0,,4,73,1.5827348717741971,False,False,False,False,False
C_ALL,R_MAX,df5b6f814c,LEADERBOARD,9.7,3.2,9.7,3.2,2,216,2.8877327564586013,False,False,True,False,False
C_ALL,R_MAX,175652748a,LEADERBOARD,11.37,5.0,11.37,,12,70,1.0,False,False,True,True,True
C_ALL,R_MAX,bb7a722e89,LEADERBOARD,36.48,3.8,36.48,,6,54,1.2856850876317318,False,False,True,False,False
C_ALL,R_MAX,69efe2bec0,LEADERBOARD,3.1,3.1,3.1,,3,747,1.9251546022643684,False,False,False,True,False
C_ALL,R_MAX,447079efed,LEADERBOARD,34.0,34.0,34.0,,3,136,1.9251546022643684,False,False,False,True,False
C_ALL,R_MAX,b21c6fc395,LEADERBOARD,10.0,1.2,10.0,,3,288,1.9251546022643684,False,False,True,False,False
C_ALL,R_MAX,e3d5d35e68,LEADERBOARD,0.255,0.255,0.255,,2,1296,2.8877327564586013,True,False,True,False,False
C_ALL,R_MAX,e6c8182956,LEADERBOARD,3.7,1.34,3.7,1.34,0,24,2.8877327564586013,False,False,True,False,False
C_ALL,R_MAX,05d6fd1eb4,LEADERBOARD,0.55,0.41,0.55,,3,12,1.9251546022643684,True,True,True,True,True
C_ALL,R_MAX,f787997c60,LEADERBOARD,5.6,0.97,5.6,,19,19440,1.0,False,False,True,True,True
C_ALL,R_MAX,4041d63867,LEADERBOARD,5.0,0.33,5.0,0.33,18,29808,1.0,False,False,True,True,True
C_ALL,R_MAX,fcf4f5791c,LEADERBOARD,5.0,5.0,5.0,,0,180,2.8877327564586013,False,False,True,False,False
C_ALL,R_MAX,0acb9614df,LEADERBOARD,17.0,5.8,17.0,,22,71,1.0,False,False,True,True,True
C_ALL,R_MAX,2615a8b530,LEADERBOARD,13.2,1.0,13.2,,0,2304,2.8877327564586013,False,False,True,True,True
C_ALL,R_MAX,bb0878c1e1,LEADERBOARD,2.0,2.0,2.0,,3,8,1.682177211091542,False,True,True,False,False
C_ALL,R_MAX,6b10496310,LEADERBOARD,9.28,9.28,9.28,,0,1087557,2.8877327564586013,False,False,False,False,False
C_ALL,R_MAX,6a6f4b9238,LEADERBOARD,24.0,2.8,24.0,,32,66,1.0,False,False,False,True,False
C_ALL,R_MAX,d5eaa43e0d,LEADERBOARD,12.9,0.022,12.9,,12208,79368,1.0,False,False,False,True,False
C_ALL,R_MAX,aa7e6e3b5a,LEADERBOARD,0.551,0.551,0.551,,6,432,1.2856850876317318,True,False,False,False,False
C_ALL,R_MAX,133fdfbba3,LEADERBOARD,1.473,1.473,1.473,,4,96,1.5827348717741971,True,False,False,False,False
C_ALL,R_MAX,42b83dff9e,LEADERBOARD,6.47,6.47,6.47,,63,126,1.0,False,False,False,False,False
C_ALL,R_MAX,1170373ce5,LEADERBOARD,6.47,6.47,6.47,,4,11,1.5411640358644634,False,True,False,True,False
C_ALL,R_MAX,6fdfd72805,LEADERBOARD,77.956,2.083,77.956,,5,18,1.4009271134243564,False,False,True,True,True
C_ALL,R_MAX,d6e5793510,LEADERBOARD,1.36,1.36,1.36,,3,81,1.9251546022643684,True,False,True,False,False
C_ALL,R_MAX,fd4dbd0397,LEADERBOARD,1.36,1.36,1.36,,3,81,1.9251546022643684,True,False,True,False,False
C_ALL,R_MAX,68c33dea5c,LEADERBOARD,277.0,3.0,277.0,,15,120,1.0,False,False,True,False,False
C_ALL,R_MAX,2b0ac10e5f,LEADERBOARD,16.8,8.0,16.8,,2,81,2.8877327564586013,False,False,True,True,True
C_ALL,R_MAX,f7bf3f0a6a,LEADERBOARD,2.7,2.7,2.7,,36,260,1.0,False,False,True,True,True
C_ALL,R_MAX,a9b17a9c0f,LEADERBOARD,1.73,1.137,1.73,,3,72,1.9251546022643684,True,False,True,False,False
C_ALL,R_MAX,133c685a02,LEADERBOARD,1.4,1.36,1.4,,66,260,1.0,False,False,True,False,False
C_ALL,R_MAX,ad131217b7,LEADERBOARD,10.0,10.0,10.0,,3,1689,1.9251546022643684,False,False,True,True,True
C_ALL,R_MAX,a5001741b0,LEADERBOARD,1.4948,1.4426,1.4948,,4,12,1.5827348717741971,True,True,True,True,True
C_ALL,R_MAX,0521aa51e7,CHANGELOG,277.0,3.33,277.0,,8,15,1.1444422083302161,False,False,False,False,False
C_ALL,R_MAX,8c0dab2bd1,CHANGELOG,6.47,6.47,6.47,,4,11,1.5411640358644634,False,True,False,False,False
C_ALL,R_MAX,b374f7d5cf,CHANGELOG,1.5,1.5,1.5,,4,9,1.442634879108741,False,True,False,True,False
C_ALL,R_MAX,c6c95c2609,CHANGELOG,7.42,7.42,7.42,,146,201,1.0,False,False,False,False,False
C_ALL,R_MAX,a2cb57acce,CHANGELOG,61.0,1.133,61.0,1.7,3,54,1.9251546022643684,False,False,True,True,True
C_ALL,R_MAX,69a03404d9,CHANGELOG,9.0,3.6,9.0,,4,10,1.4948408039631795,False,True,True,False,False
C_ALL,R_MAX,e3840f7ef7,2026-09-03_qqq-trend-only.result.md,5.34,2.6,5.34,,1,21,2.8877327564586013,False,False,True,True,True
C_ALL,R_MAX,49910432ea,2026-09-05_no-leverage-ceiling-is-load-bearing_cloud.memo.md,1.3333,1.3333,1.3333,,16,306,1.0,False,False,False,False,False
C_ALL,R_MAX,93e22abf15,2026-09-05_sleeve-f-that-clears-the-floor_cloud.memo.md,12.2,0.25,12.2,,4,25,1.5827348717741971,False,False,True,True,True
C_ALL,R_MAX,14a0aba066,2026-09-06_back-fill-the-breakeven-column-arithmetically_B.result.md,23.79,23.79,23.79,,490,753,1.0,False,False,False,False,False
C_ALL,R_MAX,9a014c19b5,2026-09-06_cadence-sensitivity-as-a-KEEP-test_B.result.md,17.0,3.0,17.0,3.0,4,48,1.5827348717741971,False,False,True,True,True
C_ALL,R_MAX,c0b173211f,2026-09-06_locate-the-band-width-ceiling_cloud.memo.md,4.8,4.8,4.8,,0,96,2.8877327564586013,False,False,True,False,False
C_ALL,R_MAX,3f72dc2029,2026-09-06_monthly-r6-top20-as-a-single-hypothesis_B.memo.md,4.82,4.82,4.82,,1,56,2.8877327564586013,False,False,True,True,True
C_ALL,R_MAX,3e1d87e0cc,2026-09-07_census-adopted-constants-for-CROSSINGS-not-plateaus_cloud.result.md,8.9,8.9,8.9,,2,620,2.8877327564586013,False,False,True,False,False
C_ALL,R_MAX,6d2ab2c9a9,2026-09-07_does-a-band-on-the-EXIT-ONLY-beat-a-band-on-both-sides_C.memo.md,5.45,5.45,5.45,,2,126,2.8877327564586013,False,False,True,False,False
C_ALL,R_MAX,70792ddd1e,2026-09-07_does-the-SECOND-worst-drawdown-episode-bound-every-overlay_cloud.memo.md,1.46,1.39,1.46,,6,23,1.2856850876317318,False,False,True,False,False
C_ALL,R_MAX,cac268affd,2026-09-07_is-DBC-a-drag-or-a-contango-artefact_cloud_MEMO.md,0.0966,0.0966,0.0966,,8,16,1.1444422083302161,True,False,True,True,True
C_ALL,R_MAX,23804de3d4,2026-09-07_position-count-broad-confirm_B.result.md,2.0,1.1667,2.0,,24,136,1.0,False,False,False,True,False
C_ALL,R_MAX,5996f24561,2026-09-07_the-IS-chooser-prefers-SPY-where-OOS-prefers-QQQ_B.result.md,6.4,2.35,6.4,,0,6,2.2460653734250635,False,True,True,False,False
C_ALL,R_MAX,cf9e45f17e,2026-09-07_the-IS-chooser-prefers-SPY-where-OOS-prefers-QQQ_B.result.md,4.8,4.8,4.8,,1,3,1.5000004431135283,False,True,True,True,True
C_ALL,R_MAX,ac79ad6e24,2026-09-07_u56-top20-band-m20_4b_B_MEMO.md,5.265,4.816,5.265,,0,20,2.8877327564586013,False,False,True,False,False
C_ALL,R_MAX,7e43ca3db7,2026-09-08_does-the-vol-gate-corner-survive-being-pre-registered_B.result.md,1.5,1.5,1.5,,0,20,2.8877327564586013,True,False,False,False,False
C_ALL,R_MAX,8db47c2879,2026-09-08_u56-band3-fullgross_KEEP_MEMO.md,1.333,1.333,1.333,,3,439,1.9251546022643684,True,False,True,False,False
C_ALL,R_MAX,97f64224ae,2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_B.result.md,52.3,1.08,52.3,,2,9,2.6321174002706536,False,True,True,True,True
C_ALL,R_MAX,a59f3ada8f,2026-09-10_does-sd-still-survive-the-PARTIAL-t-test-once-the-control-has-DATA_cloud.result.md,10.0,10.0,10.0,,96,120,1.0,False,False,True,False,False
C_ALL,R_MAX,50722bcc9d,2026-09-10_is-EVERY-published-CHOOSER-WIN-in-the-record-a-PHASE-WIN_C.result.md,1.93,0.97,1.93,,6,38150,1.2856850876317318,False,False,True,True,True
C_ALL,R_MAX,5202e93727,2026-09-10_is-the-4b-window-a-TURNOVER-COST-fact-about-the-ranked-book_B.result.md,16.0,16.0,16.0,,6,8,1.1234163492690419,False,True,True,True,True
